Date,Company,Ticker,Sector,RSI,PE,ROC
2010-08-01,Bank of America Corporation,BAC,Financial,48.02429379519537,11.567164,
2010-09-01,Bank of America Corporation,BAC,Financial,45.0344163656846,11.567164,
2010-10-01,Bank of America Corporation,BAC,Financial,30.35707506534655,11.567164,
2010-11-01,Bank of America Corporation,BAC,Financial,30.68970343537204,11.567164,
2010-12-01,Bank of America Corporation,BAC,Financial,46.096127730264776,11.567164,
2011-01-01,Bank of America Corporation,BAC,Financial,42.887682769152185,11.567164,
2011-02-01,Bank of America Corporation,BAC,Financial,47.49279364142795,11.567164,
2011-03-01,Bank of America Corporation,BAC,Financial,44.02609879617755,11.567164,
2011-04-01,Bank of America Corporation,BAC,Financial,35.272633918596355,11.567164,
2011-05-01,Bank of America Corporation,BAC,Financial,28.45884946632087,11.567164,
2011-06-01,Bank of America Corporation,BAC,Financial,26.95601187548664,11.567164,
2011-07-01,Bank of America Corporation,BAC,Financial,28.58326916285334,11.567164,
2011-08-01,Bank of America Corporation,BAC,Financial,28.227965663021948,11.567164,
2011-09-01,Bank of America Corporation,BAC,Financial,25.15618036870244,11.567164,
2011-10-01,Bank of America Corporation,BAC,Financial,31.357592342826194,11.567164,
2011-11-01,Bank of America Corporation,BAC,Financial,25.79657566315882,11.567164,
2011-12-01,Bank of America Corporation,BAC,Financial,29.44835775266453,11.567164,
2012-01-01,Bank of America Corporation,BAC,Financial,37.67463092112933,11.567164,
2012-02-01,Bank of America Corporation,BAC,Financial,30.689068821268137,11.567164,
2012-03-01,Bank of America Corporation,BAC,Financial,36.31732909942604,11.567164,
2012-04-01,Bank of America Corporation,BAC,Financial,30.71949172914769,11.567164,
2012-05-01,Bank of America Corporation,BAC,Financial,31.10174831486175,11.567164,
2012-06-01,Bank of America Corporation,BAC,Financial,36.948270006494326,11.567164,
2012-07-01,Bank of America Corporation,BAC,Financial,36.21090807076487,11.567164,
2012-08-01,Bank of America Corporation,BAC,Financial,40.69774814245999,11.567164,
2012-09-01,Bank of America Corporation,BAC,Financial,47.28597587777653,11.567164,
2012-10-01,Bank of America Corporation,BAC,Financial,54.27074135346994,11.567164,
2012-11-01,Bank of America Corporation,BAC,Financial,64.92754604134302,11.567164,
2012-12-01,Bank of America Corporation,BAC,Financial,67.60248268654641,11.567164,
2013-01-01,Bank of America Corporation,BAC,Financial,73.52892975215579,11.567164,
2013-02-01,Bank of America Corporation,BAC,Financial,72.72619734553344,11.567164,
2013-03-01,Bank of America Corporation,BAC,Financial,71.3513927646577,11.567164,
2013-04-01,Bank of America Corporation,BAC,Financial,69.55017799795213,11.567164,
2013-05-01,Bank of America Corporation,BAC,Financial,68.84867136599239,11.567164,
2013-06-01,Bank of America Corporation,BAC,Financial,73.21215885430409,11.567164,
2013-07-01,Bank of America Corporation,BAC,Financial,82.26115700769671,11.567164,
2013-08-01,Bank of America Corporation,BAC,Financial,77.29515294680273,11.567164,
2013-09-01,Bank of America Corporation,BAC,Financial,81.12712715735617,11.567164,
2013-10-01,Bank of America Corporation,BAC,Financial,80.24055357334478,11.567164,
2013-11-01,Bank of America Corporation,BAC,Financial,82.06807728790754,11.567164,
2013-12-01,Bank of America Corporation,BAC,Financial,79.31699823816928,11.567164,
2014-01-01,Bank of America Corporation,BAC,Financial,80.5046318890567,11.567164,
2014-02-01,Bank of America Corporation,BAC,Financial,75.24870122826421,11.567164,
2014-03-01,Bank of America Corporation,BAC,Financial,78.91148194598551,11.567164,
2014-04-01,Bank of America Corporation,BAC,Financial,66.21427426420459,11.567164,
2014-05-01,Bank of America Corporation,BAC,Financial,63.3320278921953,11.567164,
2014-06-01,Bank of America Corporation,BAC,Financial,63.65696962691704,11.567164,
2014-07-01,Bank of America Corporation,BAC,Financial,58.11127966913087,11.567164,
2014-08-01,Bank of America Corporation,BAC,Financial,66.16327641430439,11.567164,
2014-09-01,Bank of America Corporation,BAC,Financial,63.31875038040548,11.567164,
2014-10-01,Bank of America Corporation,BAC,Financial,67.34052922515053,11.567164,
2014-11-01,Bank of America Corporation,BAC,Financial,68.8576512057474,11.567164,
2014-12-01,Bank of America Corporation,BAC,Financial,71.06527738129222,11.567164,
2015-01-01,Bank of America Corporation,BAC,Financial,47.3488013051094,11.567164,
2015-02-01,Bank of America Corporation,BAC,Financial,51.69190559872003,11.567164,
2015-03-01,Bank of America Corporation,BAC,Financial,43.76906734529298,11.567164,
2015-04-01,Bank of America Corporation,BAC,Financial,47.911037251658286,11.567164,
2015-05-01,Bank of America Corporation,BAC,Financial,47.43517305149105,11.567164,
2015-06-01,Bank of America Corporation,BAC,Financial,61.67651997502655,11.567164,
2015-07-01,Bank of America Corporation,BAC,Financial,65.32609457979066,11.567164,
2015-08-01,Bank of America Corporation,BAC,Financial,55.354081954566205,11.567164,
2015-09-01,Bank of America Corporation,BAC,Financial,52.22751795921961,11.567164,
2015-10-01,Bank of America Corporation,BAC,Financial,53.92262963737969,11.567164,
2015-11-01,Bank of America Corporation,BAC,Financial,52.75124670937259,11.567164,
2015-12-01,Bank of America Corporation,BAC,Financial,49.49810550791877,11.567164,
2016-01-01,Bank of America Corporation,BAC,Financial,40.90972971719159,11.567164,
2016-02-01,Bank of America Corporation,BAC,Financial,33.36047319323174,11.567164,
2016-03-01,Bank of America Corporation,BAC,Financial,44.70965355626643,11.567164,
2016-04-01,Bank of America Corporation,BAC,Financial,46.44568243558852,11.567164,
2016-05-01,Bank of America Corporation,BAC,Financial,48.71570110359284,11.567164,
2016-06-01,Bank of America Corporation,BAC,Financial,41.711981495570654,11.567164,
2016-07-01,Bank of America Corporation,BAC,Financial,44.36338018820708,11.567164,
2016-08-01,Bank of America Corporation,BAC,Financial,48.175149374155,11.567164,
2016-09-01,Bank of America Corporation,BAC,Financial,44.0419095922874,11.567164,
2016-10-01,Bank of America Corporation,BAC,Financial,51.45859420238253,11.567164,
2016-11-01,Bank of America Corporation,BAC,Financial,65.0902739697477,11.567164,
2016-12-01,Bank of America Corporation,BAC,Financial,64.77983260179246,11.567164,
2017-01-01,Bank of America Corporation,BAC,Financial,64.59715819428857,11.567164,
2017-02-01,Bank of America Corporation,BAC,Financial,70.00762249728852,11.567164,
2017-03-01,Bank of America Corporation,BAC,Financial,75.61727063560541,11.567164,
2017-04-01,Bank of America Corporation,BAC,Financial,81.75280590660039,11.567164,
2017-05-01,Bank of America Corporation,BAC,Financial,76.33802498633773,11.567164,
2017-06-01,Bank of America Corporation,BAC,Financial,77.44866130155391,11.567164,
2017-07-01,Bank of America Corporation,BAC,Financial,76.5661401756601,11.567164,
2017-08-01,Bank of America Corporation,BAC,Financial,82.32298381295148,11.567164,
2017-09-01,Bank of America Corporation,BAC,Financial,82.66682871600557,11.567164,
2017-10-01,Bank of America Corporation,BAC,Financial,83.09566380234125,11.567164,
2017-11-01,Bank of America Corporation,BAC,Financial,85.73911053747813,11.567164,
2017-12-01,Bank of America Corporation,BAC,Financial,86.23180045147082,11.567164,
2018-01-01,Bank of America Corporation,BAC,Financial,84.50473978984287,11.567164,
2018-02-01,Bank of America Corporation,BAC,Financial,83.55802892651272,11.567164,
2018-03-01,Bank of America Corporation,BAC,Financial,72.6665667336218,11.567164,
2018-04-01,Bank of America Corporation,BAC,Financial,69.08981981250302,11.567164,
2018-05-01,Bank of America Corporation,BAC,Financial,69.97355316911779,11.567164,
2018-06-01,Bank of America Corporation,BAC,Financial,67.42149865449791,11.567164,
2018-07-01,Bank of America Corporation,BAC,Financial,76.16207436132714,11.567164,
2018-08-01,Bank of America Corporation,BAC,Financial,73.27818253650949,11.567164,
2018-09-01,Bank of America Corporation,BAC,Financial,67.3775393043576,11.567164,
2018-10-01,Bank of America Corporation,BAC,Financial,61.43348685030529,11.567164,
2018-11-01,Bank of America Corporation,BAC,Financial,60.004559347766815,11.567164,
2018-12-01,Bank of America Corporation,BAC,Financial,44.0210101108154,11.567164,
2019-01-01,Bank of America Corporation,BAC,Financial,52.08009816662679,11.567164,
2019-02-01,Bank of America Corporation,BAC,Financial,50.21687895597612,11.567164,
2019-03-01,Bank of America Corporation,BAC,Financial,40.92481184681139,11.567164,
2019-04-01,Bank of America Corporation,BAC,Financial,48.31284013738805,11.567164,
2019-05-01,Bank of America Corporation,BAC,Financial,44.61184749713868,11.567164,
2019-06-01,Bank of America Corporation,BAC,Financial,49.37912696038941,11.567164,
2019-07-01,Bank of America Corporation,BAC,Financial,54.17165686390918,11.567164,
2019-08-01,Bank of America Corporation,BAC,Financial,49.84101531138892,11.567164,
2019-09-01,Bank of America Corporation,BAC,Financial,48.19610499045044,11.567164,
2019-10-01,Bank of America Corporation,BAC,Financial,51.85345886673021,11.567164,
2019-11-01,Bank of America Corporation,BAC,Financial,57.19181983641617,11.567164,
2019-12-01,Bank of America Corporation,BAC,Financial,62.82198182735272,11.567164,
2020-01-01,Bank of America Corporation,BAC,Financial,57.750309825080194,11.567164,
2020-02-01,Bank of America Corporation,BAC,Financial,56.61621364910003,11.567164,
2020-03-01,Bank of America Corporation,BAC,Financial,41.24150635529695,11.567164,
2020-04-01,Bank of America Corporation,BAC,Financial,44.72516944713606,11.567164,
2020-05-01,Bank of America Corporation,BAC,Financial,46.34425281400706,11.567164,
2020-06-01,Bank of America Corporation,BAC,Financial,41.52265354795666,11.567164,
2020-07-01,Bank of America Corporation,BAC,Financial,48.62270215068816,11.567164,
2020-08-01,Bank of America Corporation,BAC,Financial,46.249372928469626,11.567164,
2020-09-01,Bank of America Corporation,BAC,Financial,40.79431935751112,11.567164,
2020-10-01,Bank of America Corporation,BAC,Financial,44.85927071385153,11.567164,
2020-11-01,Bank of America Corporation,BAC,Financial,49.86658579231238,11.567164,
2020-12-01,Bank of America Corporation,BAC,Financial,49.73396813518413,11.567164,
2021-01-01,Bank of America Corporation,BAC,Financial,45.57189042186304,11.567164,
2021-02-01,Bank of America Corporation,BAC,Financial,50.9075281812468,11.567164,
2021-03-01,Bank of America Corporation,BAC,Financial,59.684329456891696,11.567164,
2021-04-01,Bank of America Corporation,BAC,Financial,69.95858386269654,11.567164,
2021-05-01,Bank of America Corporation,BAC,Financial,90.16218207338848,11.567164,
2021-06-01,Bank of America Corporation,BAC,Financial,84.93656981460232,11.567164,
2021-07-01,Bank of America Corporation,BAC,Financial,76.70704764442296,11.567164,
2021-08-01,Bank of America Corporation,BAC,Financial,80.1442251729132,11.567164,
2021-09-01,Bank of America Corporation,BAC,Financial,79.77491430325927,11.567164,
2021-10-01,Bank of America Corporation,BAC,Financial,82.49791881856304,11.567164,
2021-11-01,Bank of America Corporation,BAC,Financial,78.66459918806339,11.567164,
2021-12-01,Bank of America Corporation,BAC,Financial,79.14806563257528,11.567164,
2022-01-01,Bank of America Corporation,BAC,Financial,77.61588503790685,11.567164,
2022-02-01,Bank of America Corporation,BAC,Financial,71.75019803783564,11.567164,
2022-03-01,Bank of America Corporation,BAC,Financial,66.76025835622049,11.567164,
2022-04-01,Bank of America Corporation,BAC,Financial,52.45988837066846,11.567164,
2022-05-01,Bank of America Corporation,BAC,Financial,49.15619580530972,11.567164,
2022-06-01,Bank of America Corporation,BAC,Financial,38.67092665336424,11.567164,
2022-07-01,Bank of America Corporation,BAC,Financial,40.31445915058421,11.567164,
2022-08-01,Bank of America Corporation,BAC,Financial,41.3024772321075,11.567164,
2022-09-01,Bank of America Corporation,BAC,Financial,40.48494987884837,11.567164,
2022-10-01,Bank of America Corporation,BAC,Financial,44.434134308543136,11.567164,
2022-11-01,Bank of America Corporation,BAC,Financial,45.91348153946189,11.567164,
2022-12-01,Bank of America Corporation,BAC,Financial,33.66808055512232,11.567164,
2023-01-01,Bank of America Corporation,BAC,Financial,40.47587963180406,11.567164,
2023-02-01,Bank of America Corporation,BAC,Financial,39.30977664036535,11.567164,
2023-03-01,Bank of America Corporation,BAC,Financial,32.009757448510285,11.567164,
2023-04-01,Bank of America Corporation,BAC,Financial,34.684272504251894,11.567164,
2023-05-01,Bank of America Corporation,BAC,Financial,35.81332429462202,11.567164,
2023-06-01,Bank of America Corporation,BAC,Financial,42.11036403063437,11.567164,
2023-07-01,Bank of America Corporation,BAC,Financial,45.05869890810897,11.567164,
2023-08-01,Bank of America Corporation,BAC,Financial,48.07586993211733,11.567164,
2023-09-01,Bank of America Corporation,BAC,Financial,42.68849825701604,11.567164,
2023-10-01,Bank of America Corporation,BAC,Financial,41.70720161144277,11.567164,
2023-11-01,Bank of America Corporation,BAC,Financial,51.76641897099248,11.567164,
2023-12-01,Bank of America Corporation,BAC,Financial,48.45923368867317,11.567164,
2024-01-01,Bank of America Corporation,BAC,Financial,46.30356342545806,11.567164,
2024-02-01,Bank of America Corporation,BAC,Financial,54.37761436314926,11.567164,
2024-03-01,Bank of America Corporation,BAC,Financial,56.14639420223112,11.567164,
2024-04-01,Bank of America Corporation,BAC,Financial,56.565908945170186,11.567164,
2024-05-01,Bank of America Corporation,BAC,Financial,72.39845704236254,11.567164,
2024-06-01,Bank of America Corporation,BAC,Financial,70.96114716555482,11.567164,
2024-07-01,Bank of America Corporation,BAC,Financial,75.68703038304693,11.567164,
2024-08-01,Bank of America Corporation,BAC,Financial,75.28648249562781,11.567164,
2024-09-01,Bank of America Corporation,BAC,Financial,68.26356746657942,11.567164,
2024-10-01,Bank of America Corporation,BAC,Financial,81.3400425000472,11.567164,
2024-11-01,Bank of America Corporation,BAC,Financial,88.2930713043365,11.567164,
2024-12-01,Bank of America Corporation,BAC,Financial,80.7438178590061,11.567164,
1997-01-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-02-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-03-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-04-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-05-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-06-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-07-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-08-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-09-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-10-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-11-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1997-12-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1998-01-01,Exxon Mobil Corporation,XOM,Energy,80.7438178590061,13.695153,0.0344141420492549
1998-02-01,Exxon Mobil Corporation,XOM,Energy,70.55621994575414,13.695153,0.0344141420492549
1998-03-01,Exxon Mobil Corporation,XOM,Energy,74.01142999308651,13.695153,0.0344141420492549
1998-04-01,Exxon Mobil Corporation,XOM,Energy,80.49109140451904,13.695153,0.0344141420492549
1998-05-01,Exxon Mobil Corporation,XOM,Energy,73.18234855059104,13.695153,0.0344141420492549
1998-06-01,Exxon Mobil Corporation,XOM,Energy,72.18324175186734,13.695153,0.0344141420492549
1998-07-01,Exxon Mobil Corporation,XOM,Energy,67.9569949289171,13.695153,0.0344141420492549
1998-08-01,Exxon Mobil Corporation,XOM,Energy,57.47067577840112,13.695153,0.0344141420492549
1998-09-01,Exxon Mobil Corporation,XOM,Energy,60.25951245138872,13.695153,0.0344141420492549
1998-10-01,Exxon Mobil Corporation,XOM,Energy,65.881492274954,13.695153,0.0344141420492549
1998-11-01,Exxon Mobil Corporation,XOM,Energy,66.03576437198939,13.695153,0.0344141420492549
1998-12-01,Exxon Mobil Corporation,XOM,Energy,67.94149151735817,13.695153,0.0344141420492549
1999-01-01,Exxon Mobil Corporation,XOM,Energy,63.79858603690288,13.695153,0.0344141420492549
1999-02-01,Exxon Mobil Corporation,XOM,Energy,57.87843866012073,13.695153,0.0344141420492549
1999-03-01,Exxon Mobil Corporation,XOM,Energy,64.23402331753593,13.695153,0.0344141420492549
1999-04-01,Exxon Mobil Corporation,XOM,Energy,69.68007868103149,13.695153,0.0344141420492549
1999-05-01,Exxon Mobil Corporation,XOM,Energy,63.06088734020253,13.695153,0.0344141420492549
1999-06-01,Exxon Mobil Corporation,XOM,Energy,56.12829880904671,13.695153,0.0344141420492549
1999-07-01,Exxon Mobil Corporation,XOM,Energy,60.962052510312056,13.695153,0.0344141420492549
1999-08-01,Exxon Mobil Corporation,XOM,Energy,59.33775960001525,13.695153,0.0344141420492549
1999-09-01,Exxon Mobil Corporation,XOM,Energy,57.68935934043508,13.695153,0.0344141420492549
1999-10-01,Exxon Mobil Corporation,XOM,Energy,61.05807236077565,13.695153,0.0344141420492549
1999-11-01,Exxon Mobil Corporation,XOM,Energy,60.8779913224073,13.695153,0.0344141420492549
1999-12-01,Exxon Mobil Corporation,XOM,Energy,61.49603766250655,13.695153,0.0344141420492549
2000-01-01,Exxon Mobil Corporation,XOM,Energy,60.68774913913278,13.695153,0.0344141420492549
2000-02-01,Exxon Mobil Corporation,XOM,Energy,53.58303650130049,13.695153,0.0344141420492549
2000-03-01,Exxon Mobil Corporation,XOM,Energy,59.19197938212678,13.695153,0.0344141420492549
2000-04-01,Exxon Mobil Corporation,XOM,Energy,63.13588329479347,13.695153,0.0344141420492549
2000-05-01,Exxon Mobil Corporation,XOM,Energy,64.11237001994184,13.695153,0.0344141420492549
2000-06-01,Exxon Mobil Corporation,XOM,Energy,47.22682021654524,13.695153,0.0344141420492549
2000-07-01,Exxon Mobil Corporation,XOM,Energy,52.97145746943716,13.695153,0.0344141420492549
2000-08-01,Exxon Mobil Corporation,XOM,Energy,57.71204903270784,13.695153,0.0344141420492549
2000-09-01,Exxon Mobil Corporation,XOM,Energy,63.01177542396336,13.695153,0.0344141420492549
2000-10-01,Exxon Mobil Corporation,XOM,Energy,63.75299376608128,13.695153,0.0344141420492549
2000-11-01,Exxon Mobil Corporation,XOM,Energy,65.54050428906815,13.695153,0.0344141420492549
2000-12-01,Exxon Mobil Corporation,XOM,Energy,67.46546991838662,13.695153,0.0344141420492549
2001-01-01,Exxon Mobil Corporation,XOM,Energy,58.6606134516648,13.695153,0.0344141420492549
2001-02-01,Exxon Mobil Corporation,XOM,Energy,52.62416470011964,13.695153,0.0344141420492549
2001-03-01,Exxon Mobil Corporation,XOM,Energy,50.373542466786425,13.695153,0.0344141420492549
2001-04-01,Exxon Mobil Corporation,XOM,Energy,69.17465469730013,13.695153,0.0344141420492549
2001-05-01,Exxon Mobil Corporation,XOM,Energy,66.75800830901386,13.695153,0.0344141420492549
2001-06-01,Exxon Mobil Corporation,XOM,Energy,65.57879703658924,13.695153,0.0344141420492549
2001-07-01,Exxon Mobil Corporation,XOM,Energy,53.29561244958343,13.695153,0.0344141420492549
2001-08-01,Exxon Mobil Corporation,XOM,Energy,54.91611866708598,13.695153,0.0344141420492549
2001-09-01,Exxon Mobil Corporation,XOM,Energy,51.02112526674134,13.695153,0.0344141420492549
2001-10-01,Exxon Mobil Corporation,XOM,Energy,49.04154298748716,13.695153,0.0344141420492549
2001-11-01,Exxon Mobil Corporation,XOM,Energy,28.41941033148666,13.695153,0.0344141420492549
2001-12-01,Exxon Mobil Corporation,XOM,Energy,37.472837973868025,13.695153,0.0344141420492549
2002-01-01,Exxon Mobil Corporation,XOM,Energy,38.23575134397667,13.695153,0.0344141420492549
2002-02-01,Exxon Mobil Corporation,XOM,Energy,46.59092077114589,13.695153,0.0344141420492549
2002-03-01,Exxon Mobil Corporation,XOM,Energy,57.50198127095813,13.695153,0.0344141420492549
2002-04-01,Exxon Mobil Corporation,XOM,Energy,51.75064824500931,13.695153,0.0344141420492549
2002-05-01,Exxon Mobil Corporation,XOM,Energy,50.76753189615611,13.695153,0.0344141420492549
2002-06-01,Exxon Mobil Corporation,XOM,Energy,44.34846060978904,13.695153,0.0344141420492549
2002-07-01,Exxon Mobil Corporation,XOM,Energy,36.174198156981575,13.695153,0.0344141420492549
2002-08-01,Exxon Mobil Corporation,XOM,Energy,34.904967004517275,13.695153,0.0344141420492549
2002-09-01,Exxon Mobil Corporation,XOM,Energy,32.86570411004088,13.695153,0.0344141420492549
2002-10-01,Exxon Mobil Corporation,XOM,Energy,39.53411353041021,13.695153,0.0344141420492549
2002-11-01,Exxon Mobil Corporation,XOM,Energy,42.95996236361488,13.695153,0.0344141420492549
2002-12-01,Exxon Mobil Corporation,XOM,Energy,43.65553422197168,13.695153,0.0344141420492549
2003-01-01,Exxon Mobil Corporation,XOM,Energy,45.74822667286183,13.695153,0.0344141420492549
2003-02-01,Exxon Mobil Corporation,XOM,Energy,40.62970675342154,13.695153,0.0344141420492549
2003-03-01,Exxon Mobil Corporation,XOM,Energy,43.93167422789633,13.695153,0.0344141420492549
2003-04-01,Exxon Mobil Corporation,XOM,Energy,38.988188508862855,13.695153,0.0344141420492549
2003-05-01,Exxon Mobil Corporation,XOM,Energy,34.48740011408685,13.695153,0.0344141420492549
2003-06-01,Exxon Mobil Corporation,XOM,Energy,41.22795174580937,13.695153,0.0344141420492549
2003-07-01,Exxon Mobil Corporation,XOM,Energy,40.99143560844237,13.695153,0.0344141420492549
2003-08-01,Exxon Mobil Corporation,XOM,Energy,44.05500920680591,13.695153,0.0344141420492549
2003-09-01,Exxon Mobil Corporation,XOM,Energy,53.60976240796667,13.695153,0.0344141420492549
2003-10-01,Exxon Mobil Corporation,XOM,Energy,58.59077017685777,13.695153,0.0344141420492549
2003-11-01,Exxon Mobil Corporation,XOM,Energy,74.4219177402176,13.695153,0.0344141420492549
2003-12-01,Exxon Mobil Corporation,XOM,Energy,80.61536512390622,13.695153,0.0344141420492549
2004-01-01,Exxon Mobil Corporation,XOM,Energy,77.65886799861389,13.695153,0.0344141420492549
2004-02-01,Exxon Mobil Corporation,XOM,Energy,79.29333440392253,13.695153,0.0344141420492549
2004-03-01,Exxon Mobil Corporation,XOM,Energy,81.9120602872818,13.695153,0.0344141420492549
2004-04-01,Exxon Mobil Corporation,XOM,Energy,83.8495709673705,13.695153,0.0344141420492549
2004-05-01,Exxon Mobil Corporation,XOM,Energy,83.35010921497393,13.695153,0.0344141420492549
2004-06-01,Exxon Mobil Corporation,XOM,Energy,84.68174386659214,13.695153,0.0344141420492549
2004-07-01,Exxon Mobil Corporation,XOM,Energy,85.39437348981706,13.695153,0.0344141420492549
2004-08-01,Exxon Mobil Corporation,XOM,Energy,85.5382326373823,13.695153,0.0344141420492549
2004-09-01,Exxon Mobil Corporation,XOM,Energy,89.11875619698488,13.695153,0.0344141420492549
2004-10-01,Exxon Mobil Corporation,XOM,Energy,88.35627099251775,13.695153,0.0344141420492549
2004-11-01,Exxon Mobil Corporation,XOM,Energy,93.75886506851008,13.695153,0.0344141420492549
2004-12-01,Exxon Mobil Corporation,XOM,Energy,93.95929732061984,13.695153,0.0344141420492549
2005-01-01,Exxon Mobil Corporation,XOM,Energy,96.00348137584774,13.695153,0.0344141420492549
2005-02-01,Exxon Mobil Corporation,XOM,Energy,97.09943577498144,13.695153,0.0344141420492549
2005-03-01,Exxon Mobil Corporation,XOM,Energy,85.92875367443118,13.695153,0.0344141420492549
2005-04-01,Exxon Mobil Corporation,XOM,Energy,77.6696490809189,13.695153,0.0344141420492549
2005-05-01,Exxon Mobil Corporation,XOM,Energy,76.30922994710045,13.695153,0.0344141420492549
2005-06-01,Exxon Mobil Corporation,XOM,Energy,76.79950843887293,13.695153,0.0344141420492549
2005-07-01,Exxon Mobil Corporation,XOM,Energy,77.25365706637503,13.695153,0.0344141420492549
2005-08-01,Exxon Mobil Corporation,XOM,Energy,77.06078839138004,13.695153,0.0344141420492549
2005-09-01,Exxon Mobil Corporation,XOM,Energy,78.54601767257603,13.695153,0.0344141420492549
2005-10-01,Exxon Mobil Corporation,XOM,Energy,64.21912333549095,13.695153,0.0344141420492549
2005-11-01,Exxon Mobil Corporation,XOM,Energy,63.700198486298426,13.695153,0.0344141420492549
2005-12-01,Exxon Mobil Corporation,XOM,Energy,60.37320342649901,13.695153,0.0344141420492549
2006-01-01,Exxon Mobil Corporation,XOM,Energy,64.51321700130202,13.695153,0.0344141420492549
2006-02-01,Exxon Mobil Corporation,XOM,Energy,59.67633477897063,13.695153,0.0344141420492549
2006-03-01,Exxon Mobil Corporation,XOM,Energy,60.90394320401944,13.695153,0.0344141420492549
2006-04-01,Exxon Mobil Corporation,XOM,Energy,51.721424967209046,13.695153,0.0344141420492549
2006-05-01,Exxon Mobil Corporation,XOM,Energy,53.304270829896495,13.695153,0.0344141420492549
2006-06-01,Exxon Mobil Corporation,XOM,Energy,57.97404652704957,13.695153,0.0344141420492549
2006-07-01,Exxon Mobil Corporation,XOM,Energy,65.55182247977532,13.695153,0.0344141420492549
2006-08-01,Exxon Mobil Corporation,XOM,Energy,64.13130453816177,13.695153,0.0344141420492549
2006-09-01,Exxon Mobil Corporation,XOM,Energy,62.55966623560245,13.695153,0.0344141420492549
2006-10-01,Exxon Mobil Corporation,XOM,Energy,65.39740275693076,13.695153,0.0344141420492549
2006-11-01,Exxon Mobil Corporation,XOM,Energy,66.6125995703135,13.695153,0.0344141420492549
2006-12-01,Exxon Mobil Corporation,XOM,Energy,79.94061424077759,13.695153,0.0344141420492549
2007-01-01,Exxon Mobil Corporation,XOM,Energy,73.5022339040813,13.695153,0.0344141420492549
2007-02-01,Exxon Mobil Corporation,XOM,Energy,71.79312895502169,13.695153,0.0344141420492549
2007-03-01,Exxon Mobil Corporation,XOM,Energy,69.92504983415475,13.695153,0.0344141420492549
2007-04-01,Exxon Mobil Corporation,XOM,Energy,79.57834685083928,13.695153,0.0344141420492549
2007-05-01,Exxon Mobil Corporation,XOM,Energy,80.65822489109843,13.695153,0.0344141420492549
2007-06-01,Exxon Mobil Corporation,XOM,Energy,80.08021341328609,13.695153,0.0344141420492549
2007-07-01,Exxon Mobil Corporation,XOM,Energy,85.4856678301602,13.695153,0.0344141420492549
2007-08-01,Exxon Mobil Corporation,XOM,Energy,85.43235664461137,13.695153,0.0344141420492549
2007-09-01,Exxon Mobil Corporation,XOM,Energy,85.79664435335751,13.695153,0.0344141420492549
2007-10-01,Exxon Mobil Corporation,XOM,Energy,84.63944786286834,13.695153,0.0344141420492549
2007-11-01,Exxon Mobil Corporation,XOM,Energy,79.15391031670026,13.695153,0.0344141420492549
2007-12-01,Exxon Mobil Corporation,XOM,Energy,79.48744660902177,13.695153,0.0344141420492549
2008-01-01,Exxon Mobil Corporation,XOM,Energy,62.18303575616893,13.695153,0.0344141420492549
2008-02-01,Exxon Mobil Corporation,XOM,Energy,63.17806846624846,13.695153,0.0344141420492549
2008-03-01,Exxon Mobil Corporation,XOM,Energy,63.79086395120881,13.695153,0.0344141420492549
2008-04-01,Exxon Mobil Corporation,XOM,Energy,73.03192930638487,13.695153,0.0344141420492549
2008-05-01,Exxon Mobil Corporation,XOM,Energy,64.56350728856766,13.695153,0.0344141420492549
2008-06-01,Exxon Mobil Corporation,XOM,Energy,61.275505851837785,13.695153,0.0344141420492549
2008-07-01,Exxon Mobil Corporation,XOM,Energy,48.98537910295197,13.695153,0.0344141420492549
2008-08-01,Exxon Mobil Corporation,XOM,Energy,47.48635561957988,13.695153,0.0344141420492549
2008-09-01,Exxon Mobil Corporation,XOM,Energy,44.35116869939282,13.695153,0.0344141420492549
2008-10-01,Exxon Mobil Corporation,XOM,Energy,40.76404232390855,13.695153,0.0344141420492549
2008-11-01,Exxon Mobil Corporation,XOM,Energy,39.60447789191135,13.695153,0.0344141420492549
2008-12-01,Exxon Mobil Corporation,XOM,Energy,40.19885462426068,13.695153,0.0344141420492549
