Date,JPM,GS,BAC,XOM,CVX,SLB,GE,CAT,MMM,JNJ,PFE,MRK,MSFT,INTC,CSCO,AMZN,HD,F,PG,KO,PEP,SPG,PSA,EQR,T,VZ,CMCSA,DD,SHW,DUK,SO,EXC
4/1/1998,20.67245865,49.4451828,18.12470436,14.72513199,15.01166344,20.32675362,73.09912109,13.77929878,18.08304977,18.66124153,12.63983059,23.92251778,13.74117851,11.05376911,7.502755165,0.356379986,13.2916832,9.260468483,21.08153152,18.79687309,22.08485031,8.655375481,10.88877296,6.535712242,5.688621044,13.06622601,4.039610863,19.78882217,7.829268456,15.3300333,4.873922825,3.009457588
5/1/1998,21.35069275,49.4451828,18.88572884,15.90912914,15.45557976,22.27223587,72.25093079,14.31171131,18.75371361,18.16890717,14.43080425,22.48787117,13.83713245,11.44750023,8.037689209,0.382292002,13.69706821,9.949799538,20.59725189,18.41760254,20.53276825,8.323695183,10.84469128,6.389390945,5.474696636,12.04798222,4.068726063,19.67435265,7.829268456,14.89570999,4.724611282,3.238992453
6/1/1998,20.94620132,49.4451828,18.76147842,15.43763351,15.03779984,20.99824905,70.71369171,13.8089838,18.51099205,17.61049461,13.31228447,21.83468437,13.02148819,10.11948395,8.298295975,0.367188007,15.44145298,11.26648521,21.02015686,19.02443886,21.11480141,8.563096046,10.58018112,6.365000725,5.136139393,11.79849911,3.930432081,19.71250153,7.331830025,14.97570324,4.735753536,3.878079176
7/1/1998,23.26715088,49.4451828,19.15321541,15.62923717,15.76733685,18.37556458,77.07475281,13.29841995,16.42507362,18.86952591,13.80445385,25.05854225,16.63910675,10.50018215,10.10198021,0.831250012,16.33809471,12.81392765,22.82143784,20.79232788,21.37496185,8.338598251,9.951493263,6.253103256,5.284776688,11.75020313,4.632218838,19.85405159,7.304265499,15.39801311,4.936326027,4.006778717
8/1/1998,23.41732407,49.4451828,19.91809654,15.38289642,15.55553532,16.29085922,76.10661316,12.26161766,15.01364422,19.69826698,13.94734097,23.14987564,16.87899971,11.96100426,10.50660133,0.923958004,16.47333145,12.4678421,19.95684624,19.57639885,20.20729256,7.985812187,9.418376923,5.54364872,5.450692177,11.77448273,5.273154736,18.63482857,7.028632164,14.84576225,4.605522633,4.109736443
9/1/1998,16.25665855,49.4451828,14.36100864,14.41649342,14.04922104,11.83075047,68.07579041,10.61830425,13.7874918,17.6528244,11.83343601,21.72130775,14.72953892,10.0877676,8.984106064,0.697916985,14.998106,9.761011124,19.23399544,15.83742142,14.46621037,7.581652641,8.307713509,5.271419048,5.067893505,11.45800781,4.370017529,16.01670837,5.284992695,16.36415863,5.079619884,4.739132881
10/1/1998,13.35367489,49.4451828,13.45106506,15.55935001,15.94617081,13.73784065,67.94894409,11.25035095,14.83162022,20.01931763,13.45576572,24.38148117,16.89819145,12.15137482,10.17398453,0.930208027,15.55125046,10.28050613,17.88259506,14.04815388,15.34003448,7.90720129,9.618780136,5.673997402,5.908381462,12.57783699,5.436581612,17.7232399,4.814600468,17.36437988,5.316665173,5.085058212
11/1/1998,17.74894142,49.4451828,14.45675945,15.77965832,15.46007633,14.17664814,74.7277832,11.43259239,16.0267067,20.85080147,13.65458202,25.41649818,16.25527,12.63849068,10.36944103,1.053645968,17.15067101,11.97486401,22.37583733,16.47078323,17.58729935,7.95704031,9.573933601,5.648779869,6.206650257,13.91429615,5.728085518,19.40869713,5.601947784,16.97084045,5.150405407,5.361795425
12/1/1998,19.81867981,49.4451828,16.38955879,16.61588478,15.98392582,12.06702423,77.18312836,12.57744312,16.31551361,20.84856796,14.26788616,29.19191742,18.73098755,15.25796127,12.40629292,1.600000024,19.58670807,12.15421581,22.1077652,17.11525726,20.1602459,7.882541656,9.529090881,5.707618237,6.424427032,14.5519619,5.545894146,20.19956017,6.310876846,16.5599556,5.390223503,5.586697102
1/1/1999,22.18129349,49.4451828,15.22202206,16.20049095,15.85251331,12.57207203,87.41212463,11.70290375,14.41541958,21.52214432,15.93286514,27.85282326,21.29306984,16.80856133,15.27640629,2.677083015,24.10421562,12.95437527,23.03811264,16.367136,21.37084007,7.583202839,9.787840843,5.515050411,7.186647892,14.12685394,6.70044136,19.0447464,6.533288002,16.95699883,5.310284138,5.812949181
2/1/1999,24.15873146,49.4451828,16.930933,15.56354427,14.23978901,12.91093922,89.87591553,11.09034157,15.7328186,21.84288788,16.39492607,27.7111969,26.86822891,19.98065376,18.36255836,2.923438072,23.83338165,13.66307545,23.00358963,15.95491028,20.39053154,7.001162529,9.200124741,5.583453655,7.279390812,15.80715275,7.582652092,18.44264412,5.699251652,16.36144257,4.982423306,5.31693697
3/1/1999,25.00263023,49.4451828,16.53534889,14.83141994,14.80735302,13.21560669,85.96595764,11.66646481,15.12156677,21.97257996,16.84674263,30.77972794,23.04910088,17.01107597,16.09938431,3.203125,23.51330376,13.19050121,22.65552521,15.60373592,19.63896561,6.897351742,9.222728729,5.609107018,7.12774086,15.1814518,7.918037891,20.60235405,5.378910542,15.1939373,4.635620117,4.993272781
